Designator,Mid X,Mid Y,Layer,Rotation
R69,52.55,15.29,Top,270.0
R70,56.13, 8.26,Top,0.0
R71,67.26,21.67,Top,0.0
R72,73.61,17.65,Top,0.0
R73,87.88,25.53,Top,0.0
R74,87.76,30.99,Top,0.0
R75,117.81,16.31,Top,0.0
R76,120.88,16.15,Top,0.0
R77,137.67,16.38,Top,0.0
R78,140.59,16.38,Top,0.0
R79,158.06,19.94,Top,180.0
R80,166.50,17.65,Top,90.0
R81,164.97,17.65,Top,90.0
R82,165.48,14.10,Top,180.0
R83,23.22,10.46,Top,0.0
R84,20.29,11.99,Top,0.0
R85,23.22,11.99,Top,0.0
R86,18.39, 9.17,Top,270.0
R87,22.71, 3.63,Top,270.0
R88,28.65,22.02,Top,0.0
R89,69.72,57.02,Top,180.0
R90,28.17,14.38,Top,180.0
R91,28.19, 9.75,Top,0.0
R92,28.19,11.33,Top,0.0
R93,28.19,12.85,Top,0.0
R94,49.28, 6.99,Top,270.0
R95,73.53,12.19,Top,0.0
R96,87.88,19.69,Top,0.0
R97,69.72,55.50,Top,180.0
R101,162.56,14.10,Top,0.0
R102,172.59,35.69,Top,270.0
R103,180.47,38.99,Top,0.0
R104,180.47,37.47,Top,180.0
R105,230.51,26.42,Top,270.0
R106,106.91,45.19,Top,0.0
R107,106.93,48.26,Top,0.0
R108,106.93,46.74,Top,180.0
R109,110.49,42.29,Top,0.0
R110,113.54,47.37,Top,180.0
R111,113.54,44.32,Top,0.0
R122,140.56,21.97,Top,0.0
R123,141.73,20.19,Top,0.0
R124,148.74,17.86,Top,90.0
R125,146.43,16.38,Top,0.0
R126,143.51,16.38,Top,0.0
R127,149.35,21.59,Top,180.0
R128,121.54,21.72,Top,0.0
R129,122.30,19.69,Top,0.0
R130,129.16,17.14,Top,90.0
R131,126.87,16.26,Top,0.0
R132,123.90,16.13,Top,0.0
R133,129.90,20.96,Top,180.0
R135,31.24, 3.81,Top,270.0
T1,221.11,29.36,Top,90.0
TD+,240.03,28.07,Top,180.0
TD+2,231.14,17.91,Top,180.0
TD-,240.03,35.94,Top,0.0
TD-2,240.41,17.91,Top,180.0
TEENSY_OK,170.31,14.10,Top,180.0
TP_3.3V,97.92,19.69,Top,0.0
TP_5V,97.92,25.53,Top,0.0
TP_12V,97.92,30.99,Top,0.0
TP_24V,97.92,35.81,Top,0.0
TP_AMS_OK,113.28,25.78,Top,0.0
TP_GND,107.06,19.69,Top,0.0
TP_IMD_OK,113.28,30.73,Top,0.0
TP_TSAL_GREEN,81.15,20.32,Top,0.0
TP_TSAL_RED,81.15,24.89,Top,0.0
TS+_OUT_TEST,37.85,17.91,Top,0.0
TSAL_GREEN,73.53,13.72,Top,0.0
TSAL_RED,73.61,19.48,Top,0.0
U1,109.86,66.17,Top,270.0
U2,124.33,65.91,Top,270.0
U3,124.21,58.42,Top,90.0
U4,36.20,32.51,Top,0.0
U5,44.58,32.51,Top,0.0
U6,130.68,38.23,Top,90.0
U7,177.42,25.02,Top,270.0
U8,10.57,11.73,Top,270.0
U9, 9.53,19.81,Top,270.0
U10,156.08,51.44,Top,270.0
U11,14.10, 5.84,Top,270.0
U12,20.78,16.92,Top,270.0
U13,21.34,21.08,Top,270.0
U15,56.90,17.14,Top,90.0
U16,119.51,19.18,Top,0.0
U17,145.54,19.43,Top,270.0
U18,138.94,19.30,Top,0.0
U19,126.11,19.18,Top,270.0
U20,156.97,17.40,Top,180.0
U21,162.43,17.14,Top,0.0
U22,20.47, 9.45,Top,180.0
U23,20.14, 3.45,Top,270.0
U24,28.83,19.43,Top,0.0
U25,28.58, 3.56,Top,270.0
U26,30.99,12.27,Top,180.0
U27,45.72, 7.37,Top,270.0
U32,176.15,36.96,Top,270.0
U33,110.24,46.36,Top,270.0
WATCHDOG,170.31,16.89,Top,180.0
WATCHDOG_INPUT,165.74,20.83,Top,0.0
